xml filename,htm filename
sa_kezava-sAMkhyatattvapradIpikA.xml,kestprau.htm
sa_khasarpaNasAdhana.xml,khasrpsu.htm
sa_kiraNatantra1-6.xml,kirtc_au.htm
sa_kalpadrumAvadAnamAlA.xml,klpdraau.htm
sa_kAlidAsa-meghadUta.xml,kmeghdau.htm
sa_kAlidAsa-meghadUta-acc-vallabhadeva.xml,kmeghvau.htm
sa_kambalapAda-navazlokI.xml,knavslou.htm
sa_kAlidAsa-raghuvaMza.xml,kragh_au.htm
sa_abhinavagupta-kramastotra.xml,kramstou.htm
sa_kezavakAzmIri-kramadIpikA.xml,krdipc_u.htm
sa_kAlidAsa-abhijJAnazakuntala.xml,ksakunau.htm
sa_kSemendra-bhAratamaJjarI-6-19.xml,ksbhm06u.htm
sa_kSemendra-darpadalana.xml,ksdarpau.htm
sa_kSemarAja-bodhavilAsa.xml,ksembodhv_u.htm
sa_kSemendra-kalAvilAsa.xml,kskala_u.htm
sa_kamalazIla-madhyamakAloka.xml,ksmadhlu.htm
sa_kSemendra-narmamAlA.xml,ksnarm_u.htm
sa_kAlidAsa-zyAmalAdaNDaka.xml,ksyadndu.htm
"sa_kumArila-tantravArttika-2,1,1-4.xml",ktv_2-1u.htm
sa_kubjikamatatantra.xml,kubjt_au.htm
sa_kumAralAta-kalpanAmaNDitikA.xml,kukalpmu.htm
sa_kulazekhara-mukundamAlA-eddurgaprasad.xml,kulmukuu.htm
sa_kulazekhara-mukundamAlA.xml,kumukumu.htm
sa_kuntaka-vakroktijIvita-comm.xml,kunvjivu.htm
sa_kUrmapurANa.xml,kurmp1_u.htm
sa_kedArabhaTTa-vRttaratnAkara-comm.xml,kvrtrsuu.htm
sa_rUpagosvAmin-laghubhAgavatAmRta.xml,laghbh_u.htm
sa_lagadha-RgvedavedAGgajyotiSa.xml,lagrvvju.htm
sa_bhAskara-lIlAvatI.xml,lilavatu.htm
sa_liGgapurANa1-108.xml,lip_1_au.htm
"sa_liGgapurANa2,1-55.xml",lip_2__u.htm
sa_laGkezvara-zivastuti.xml,lnksivsu.htm
sa_mAdhva-mahAbhAratatAtparyanirNaya.xml,m_mbhtnu.htm
sa_mAtRkAbhedatantra.xml,mabhedtu.htm
sa_mahAdaNDadhAraNIzItavatI.xml,madadh_u.htm
sa_mAdhva-anuvyAkhyAna.xml,madhanuu.htm
sa_madhusUdanasarasvatI-siddhAntabindu.xml,madhsiddhb_u.htm
sa_mAgha-zizupAlavadha.xml,maghspvu.htm
sa_mahAmantrAnusAriNI.xml,mahama_u.htm
sa_mahApratisarAmahAvidyArAjJI.xml,mahpratu.htm
sa_maitreyavyAkaraNa.xml,maivy_au.htm
sa_mAlinIvijayottaratantra.xml,malinivu.htm
sa_mammaTa-kAvyaprakAza.xml,mamkavpu.htm
sa_mammaTa-kAvyaprakAza-comm.xml,mamkpb_u.htm
sa_mAnavagRhyasUtra-maitrAyaNIyamAnavagRhyasUtra.xml,manavgsu.htm
sa_mANDUkyopaniSad-alt.xml,mand_upu.htm
sa_mahAmaNivipulavimAnavizvasupratiSThitaguhyaparamarahasyakalparAjadhAraNI.xml,manivdhu.htm
sa_maJjuzrInAmasaMgIti-alt.xml,manjn1au.htm
sa_maJjuzrInAmasaMgIti.xml,manjnsau.htm
sa_mArIcInAmadhAraNI.xml,maricdhu.htm
sa_mAtRceTa-zatapaJcAzatka.xml,matpra_u.htm
sa_mahAvadAnasUtra.xml,mavadsuu.htm
sa_mandanamizra-brahmasiddhi.xml,mbrahsiu.htm
sa_mAdhva-kRSNAmRtamahArNava.xml,mdhvkmou.htm
sa_kAlidAsa-meghadUta-edkale.xml,meghdk_u.htm
sa_mekhalAdhAraNI.xml,mekhdh_u.htm
sa_mahAvastu-avAdana.xml,mhvastuu.htm
sa_kumArila-mImAMsazlokavArttika-comm.xml,mimslovu.htm
sa_sucaritamizra-mImAMsAzlokavArttika.xml,mimsvtku.htm
sa_mInanAtha-smaradIpikA.xml,minsmaru.htm
sa_mAdhava-jaiminIyanyAyamAlAvistara.xml,mjnya01u.htm
sa_mahAkarmavibhaGga.xml,mkarmviu.htm
sa_mArkaNDeyapurANa1-93.xml,mkp1-93u.htm
sa_mahendravarman-i-mattavilAsaprahasana.xml,mmatvipu.htm
sa_mahAmAyUrIvidyArAjJI.xml,mmayuvru.htm
sa_maNDanamizra-vibhramaviveka.xml,mndvivau.htm
sa_mahApratisarA-paJcarakSA.xml,mpratpru.htm
sa_mahApratisarAvidyAdhAraNI.xml,mprsvdhu.htm
sa_mahAparinirvANasUtra.xml,mpsu_w_u.htm
sa_mahApratisarAvidyAvidhi.xml,mpvv_u.htm
"sa_mRgendrAgama1,1-7,23.xml",mrgt1chu.htm
sa_mRgendrAgama.xml,mrgt1mau.htm
sa_mRtyuvaJcanasitatArAsAdhana.xml,mrtvstsu.htm
sa_mRtyuvaJcanatArAsAdhana.xml,mrtvts_u.htm
sa_mRtyuvaJcanopadezatArAsAdhana.xml,mrtvutsu.htm
sa_mammaTa-zabdavyApAravicAra.xml,msabdvvu.htm
sa_jaimini-mImAMsAsUtra-1-7-comm.xml,msbh1-7u.htm
sa_mahAzItavatI-vidyArAjJI.xml,msitvatu.htm
sa_mahAsAhasrapramardanI.xml,mspram_u.htm
sa_mahAsubhASitasaMgraha-1-9979.xml,msubhs_u.htm
sa_mahAsudarzanAvadAna.xml,msudarsu.htm
sa_matsyapurANa1-176.xml,mtp176au.htm
sa_raghunAthadAsagosvAmin-muktAcarita.xml,muktacau.htm
sa_narahari-bodhasAra.xml,nabodhsu.htm
sa_nAgArjuna-acintyastava.xml,nagast_u.htm
sa_nAgArjuna-bodhicittavivaraNa-fragments.xml,nagbhc_u.htm
sa_nagnajit-citralakSaNam.xml,nagcitau.htm
sa_nAgArjuna-dharmadhAtugarbhavivaraNa.xml,nagdhdbu.htm
sa_nAgArjuna-lokAtItastava.xml,naglok_u.htm
sa_nAgArjuna-mUlamadhyamakakArikA.xml,nagmmk_u.htm
sa_nAgArjuna-mahAyAnaviMzikA.xml,nagmyv_u.htm
sa_nAgArjuna-paJcakrama.xml,nagpancu.htm
sa_nAgArjuna-piNDIkrama.xml,nagpindu.htm
sa_nAgArjuna-zAlistambakamahAyAnasUtraTIkA.xml,nagsaliu.htm
sa_nagaropamasUtra.xml,nagsu_tu.htm
sa_nAgArjuna-vigrahavyAvartanI.xml,nagvigvu.htm
sa_nAgArjuna-vigrahavyAvartanIkArikA.xml,nagvvy_u.htm
sa_nAgArjuna-yuktiSaSTikakArikA-fragments.xml,nagysk_u.htm
sa_nAgArjuna-yuktiSaSTikakArikA.xml,nagyuksu.htm
sa_namaskAraikaviMzatistotra.xml,namekvsu.htm
sa_nArAyaNIya.xml,naray_bu.htm
sa_nArAyaNabhaTTa-nArAyaNIya.xml,narayniu.htm
sa_nAradapurANa.xml,nardp1_u.htm
sa_nAropa-sekoddeza.xml,narsekou.htm
sa_narasiMhapurANa.xml,narsipau.htm
sa_nAdabindUpaniSad.xml,ndbiuppu.htm
sa_nidAnasaMyukta.xml,nidansyu.htm
sa_yAska-nirukta.xml,niruktau.htm
sa_nityakarmapUjAvidhi.xml,nitkarpu.htm
sa_nityanAthasiddha-rasaratnAkara.xml,nitrrk_u.htm
sa_nIlakaNThadIkSita-kaliviDambana.xml,nkalivau.htm
"sa_nAgArjuna-ratnAvali1,2,4.xml",nrat_1_u.htm
sa_udayana-nyAyavArttikatAtparyaparizuddhi-1.xml,nvtp1_1u.htm
sa_gautama-nyAyasUtra-comm2.xml,nystik_u.htm
"sa_gautama-nyAyasUtra5,1-comm.xml",nysu51au.htm
sa_jayatIrtha-nyAyasudhA.xml,nysu__1u.htm
sa_gautama-nyAyasUtra-comm.xml,nysvbh1u.htm
sa_gautama-nyAyasUtra-comm-alt.xml,nysvbh_u.htm
sa_prazastapAda-pAdArthadharmasaMgraha.xml,paddhs_u.htm
sa_padmagupta-navasAhasAGkacarita.xml,padnscau.htm
sa_rUpagosvAmin-padyAvalI.xml,padyavlu.htm
sa_pAMzupradAna-avadAna.xml,pamsuavu.htm
sa_pANini-aSTAdhyAyI-alt.xml,panini_u.htm
sa_pANini-aSTAdhyAyI.xml,paninixu.htm
sa_parazurAmakalpasUtra.xml,paraksau.htm
sa_parAtriMzikA.xml,paratriu.htm
sa_nAgeza-paribhASenduzekhara.xml,paribhsu.htm
sa_abhinavagupta-paramArthasAra.xml,parmartu.htm
sa_parAtriMzikA-comm.xml,partrvau.htm
sa_abhinavagupta-paryantapaJcAzikA.xml,parypanu.htm
sa_pAzupatasUtra-comm.xml,pasupbhu.htm
sa_pAzupatasUtra.xml,pasupsau.htm
sa_pataJjali-yogasUtra.xml,patyog_u.htm
sa_pataJjali-yogasUtra-with-bhASya.xml,patyogbu.htm
sa_pataJjali-vyAkaraNamahAbhASya.xml,pmbhassu.htm
sa_paJcaviMzabrAhmaNa.xml,pncvbr1u.htm
sa_fragments-of-prajJApAramitA-texts.xml,ppfrag_u.htm
sa_larger-prajJApAramitA.xml,pplg1__u.htm
sa_larger-prajJApAramitA-edchoong.xml,pplg202u.htm
sa_prajJApAramitAhRdayasUtra.xml,prajnhsu.htm
sa_prakAzasaMhitA.xml,prakassu.htm
sa_zAlikanAthamizra-prakaraNapaJcikA-comm.xml,prakp01u.htm
sa_pramANavArttika.xml,pramanvu.htm
sa_praznopaniSad-comm.xml,prasupbu.htm
sa_kSemarAja-pratyabhijJAhRdaya.xml,pratyabu.htm
sa_prAtimokSasUtra-of-the-sarvAstivAdins.xml,prmosu_u.htm
sa_prAtimokSasUtra-of-the-mUlasarvAstivAdins.xml,prmosubu.htm
sa_prAtimokSasUtrafragments.xml,prmosufu.htm
sa_prAtimokSasUtra-of-the-lokottaravAdimahAsaGghika.xml,prmosulu.htm
sa_pauSkarasaMhitA-27-43.xml,ps27-43u.htm
sa_pratisarAkalpadhAraNI.xml,psarkdhu.htm
sa_paJcaviMzatisAhasrikA-prajJApAramitA1-8.xml,psp_1u.htm
sa_paJcaviMzatisAhasrikA-prajJApAramitA1.xml,pspdut2u.htm
sa_pratItyasamutpAdavibhaGgasUtra.xml,psupvibhs_tu.htm
sa_puruSottamadeva-ekAkSarakoza.xml,purekaku.htm
sa_purUravas-kAdambarIsvIkaraNasUtramaJjarI.xml,purukadu.htm
sa_paJcaviMzatisAhasrikA-prajJApAramitA.xml,pvspl_u.htm
sa_ratnAkarazAnti-bhramaharanAma-hevajrasAdhana.xml,rabhramu.htm
sa_rAghavacaitanya-mahAgaNapatistotra-comm.xml,raggancu.htm
sa_kAlidAsa-raghuvaMza-kashm1-6.xml,ragh1-6u.htm
sa_rAhulabhadra-prajJApAramitAstotra.xml,rahppsau.htm
sa_rAjazekhara-kAvyamImAMsA-1.xml,rajkmimu.htm
sa_narahari-rAjanighaNTu.xml,rajnighu.htm
sa_vAlmIki-rAmAyaNa-rev-2-3.xml,ram_02au.htm
sa_vAlmIki-rAmAyaNa-southern-2.xml,ram_02su.htm
sa_rAmAnuja-bhagavadgItAbhASya.xml,ramgbhau.htm
sa_rAmodanta.xml,ramodtau.htm
"sa_rAmAnuja-zrIbhASya-1,1,3.xml",rams11au.htm
sa_rAmAnuja-vedArthasaMgraha.xml,ramvasau.htm
sa_rasAdhyaya1-302-com.xml,rasadhau.htm
sa_rasArNava1-12.xml,rasarnau.htm
sa_somadeva-rasendracUDAmaNi-3-57-16.xml,rascum_u.htm
sa_cAmuNDa-rasasaMketakalikA.xml,rassanku.htm
sa_rASTrapAlasUtra.xml,rastrps_tu.htm
sa_ratnakIrti-kSaNabhaGgasiddhi-vyatirekAtmikA.xml,ratksanu.htm
sa_mahAsaMnipAtaratnaketudhAraNIsUtra.xml,ratnakeu.htm
sa_ratnamAlAvadAna.xml,ratnml_u.htm
sa_RgvidhAna.xml,rgvidh_u.htm
sa_abhinanda-rAmacaritamahAkAvye.xml,rmc1-3au.htm
sa_rUpagosvAmin-nATakacandrikA.xml,rnatc__u.htm
sa_rUpagosvAmin-haMsadUta.xml,ruphamdu.htm
sa_rUpagosvAmin-haribhaktirasAmRtasindhu.xml,ruphbr_u.htm
sa_ruyyaka-vyaktivivekavyAkhyA-2.xml,ruvyavivya_au.htm
sa_ruyyaka-alaMkArasarvasva.xml,ruyalscu.htm
sa_ruyyaka-alaMkArasarvasva-1-34.xml,ruyalssu.htm
sa_ruyyaka-alaMkArasarvasva-1-34-comm.xml,ruyalsvu.htm
sa_ruyyaka-sahRdayalIlA.xml,ruysahlu.htm
sa_ratnakIrti-vAdarahasya.xml,rvadrahu.htm
sa_RgvedakhilAni.xml,rvkhilau.htm
sa_RgvedasaMhitApadapATha.xml,rvpp_01u.htm
"sa_zabara-mImAMsAsUtrabhASya-1,1,1-5.xml",sabbha1u.htm
sa_sabhikasaugatazAsanapravrajyAvratacaraNaparivarta.xml,sabhivpu.htm
sa_rAdhAkRSNadAsagosvAmin-sAdhanadIpikA.xml,sadhdipu.htm
sa_zAlinAtha-rasamaJjarI.xml,salrasmu.htm
sa_kuDaka-samanvayadiz.xml,samanv_u.htm
sa_suSeNa-Ayurvedamahodadhau-annapAnavidhi.xml,samapviu.htm
sa_sAmavedasaMhitA.xml,samavedu.htm
sa_saMghATasUtra-alt.xml,samghscu.htm
sa_zaMkara-kaThopaniSadbhASya.xml,samkaubh_u.htm
sa_kapila-sAMkhyasUtra.xml,samkhsuu.htm
sa_zaMkara-upadezasAhasrI.xml,samkupad_u.htm
sa_saMyuktAgama-966-972-according-to-the-chinese-canon.xml,samyu_wu.htm
sa_zaGkhAyana-AraNyaka.xml,sankharu.htm
sa_zAGkhAyanagRhyasUtra.xml,sankhgsu.htm
sa_zAGkhAyanazrautasUtra.xml,sankhssu.htm
sa_zAntideva-zikSAsamuccaya-alt.xml,sanss01u.htm
sa_zAntideva-zikSAsamuccaya.xml,sanssr_au.htm
sa_zAntideva-bodhicaryAvatAra.xml,santbcau.htm
sa_zAntarakSita-tattvasaMgraha.xml,santts_u.htm
sa_sarvamatasaMgraha.xml,sarvmtsu.htm
sa_sarvatathAgatatattvasaMgraha.xml,sarvttsu.htm
sa_pArthasArathimizra-zAstradIpikA.xml,sastrdiu.htm
sa_sAtvatatantra.xml,satvtanu.htm
sa_satyasUtra.xml,satyas_tu.htm
sa_zaMkara-saundaryalaharI.xml,saulahau.htm
sa_samantabhadra-AptamImAMsA.xml,sbhami_u.htm
sa_zAkyabuddhi-pramANavArttikaTIkA.xml,sbpramvu.htm
sa_srinivasamakhi-vedantadesika-dazavidhAhetunirUpaNa.xml,sdahennu.htm
sa_sarvadurgatiparizodhanatantra.xml,sdurst_u.htm
sa_zrIghanAcArasaMgraha.xml,sghancsu.htm
sa_siMhabhUpAla-rasArNavasudhAkara.xml,simhrs_u.htm
sa_zira-upaniSad.xml,sirup_u.htm
sa_zivapurANabooks-1-and-7.xml,sivap1_u.htm
sa_zivamahimnastava.xml,sivmstau.htm
sa_zivasUtra-with-vArttika.xml,sivsutru.htm
sa_zivopaniSad.xml,sivup_au.htm
sa_sarvajJatAkAradhAraNI.xml,sjdh_u.htm
"sa_skandapurANa1-31,14.xml",skp031au.htm
sa_skandapurANa-revAkhaNDa-rks.xml,skprevku.htm
sa_siddhasenamahAmati-nyAyAvatAra-comm.xml,snyayvau.htm
sa_somadeva-kathAsaritsAgara.xml,sokss_mu.htm
sa_somadeva-kathAsaritsAgaravetAlapaJcaviMzatikA.xml,soksvpau.htm
sa_somAnanda-zAktavijJAna.xml,somsv_u.htm
sa_vasugupta-spandakArikA.xml,spandkau.htm
sa_sAMkhyaparibhASA.xml,sparibhu.htm
sa_zrAvakabhUmi.xml,srabhu_u.htm
sa_asaGga-zrAvakabhUmi-edshukla.xml,srabhusu.htm
sa_samAdhirAjasUtratransliteration-1-111315-22.xml,srajsgiu.htm
sa_zrIkaNTha-ratnatrayaparIkSA.xml,sratrpau.htm
sa_rudrabhaTTaH-zRGgAratilaka.xml,srngt_vu.htm
sa_jiva-gosvami-satsamdarbha.xml,ss1_tatu.htm
sa_zatasAhasrikA-prajJApAramitA-2.xml,sspp2_1u.htm
sa_vasubandhu-triMzikAvijJaptikArikA-comm.xml,sthtvbhu.htm
sa_sArdhatrizatikAlottarAgama.xml,stkal_au.htm
sa_stUpalakSaNakArikAvivecana.xml,stuplaku.htm
sa_subhASitaratnakaraNDakathA.xml,subhrk_u.htm
sa_sukhAvatIvyUha.xml,sukhvylu.htm
sa_smaller-sukhAvatIvyUha.xml,sukhvysu.htm
sa_zukasaptati.xml,suksaptu.htm
sa_sumAgadhAvadAna.xml,sumagavu.htm
sa_zUnyasamAdhipAda-tattvajJAnasaMsiddhi.xml,sunytjsu.htm
sa_sUryasiddhAnta.xml,surysidu.htm
sa_subandhu-vAsavadattA.xml,suvasavu.htm
sa_suvarNavarNAvadAna.xml,suvrnavu.htm
sa_svayaMbhupurANa.xml,svabhupu.htm
sa_svacchandatantra.xml,svact_au.htm
sa_svAgatasUtra.xml,svagata_tu.htm
sa_zvetAzvataropaniSad.xml,svetu_au.htm
sa_zvetAzvataropaniSad-alt.xml,svetugau.htm
sa_udIcyazyAmilaka-pADatADitaka.xml,sypadatu.htm
sa_abhinavagupta-tantrAloka.xml,tantralu.htm
sa_tArAsragdharAstotra.xml,tarasdhu.htm
sa_tArAbhaTTArikAnAmASTottarazatakastotra.xml,tarb108u.htm
sa_pratyakSalakSaNa-of-the-tarkarahasya.xml,tarkrplu.htm
sa_tarkarahasya.xml,tarkrsau.htm
sa_tattvasamAsasUtravRtti.xml,tatsuvru.htm
sa_tattvamImAMsA.xml,tattvmiu.htm
sa_tathAgatabimbakArApaNasUtra.xml,tbimbk_u.htm
sa_varAhamihira-tikanikayAtra.xml,tikaniku.htm
sa_timirodghATana.xml,timudghu.htm
sa_toDalatantra.xml,todaltau.htm
sa_bhAvAgaNeza-tattvayAthArthyadIpana.xml,tsc_bhau.htm
sa_SimAnanda-sAMkhyatattvavivecana.xml,tsc_simu.htm
sa_sAMkhyasUtravivaraNa.xml,tsc_vivu.htm
sa_tantrAkhyAyika-1-2.xml,ttrkhy1u.htm
sa_sarvopakAriNI.xml,ttssarvu.htm
sa_tattvasamAsa-4versions.xml,tttvsamu.htm
sa_udAnavarga.xml,udanav_u.htm
sa_uDDAmarezvaratantra.xml,uddamt_u.htm
sa_uddaNDa-kokilasaMdesa.xml,uddkokau.htm
sa_udbhaTa-kAvyAlaMkArasArasaMgraha.xml,udkass_u.htm
sa_udayana-nyAyakusumAJjali.xml,udnyku1u.htm
sa_rUpagosvAmin-ujjvalanIlamaNi.xml,ujjvni_u.htm
sa_upasaMpadAjJapti.xml,upsmpjnu.htm
sa_utpaladeva-ajaDapramAtRsiddhi.xml,utajp_au.htm
sa_utpaladeva-IzvarapratyabhijJAkArikA-with-vRtti.xml,utipk_au.htm
sa_utpaladeva-zivastotrAvali.xml,utsivsau.htm
sa_vimalamitra-abhidharmadIpa-comm.xml,vabhdicu.htm
sa_vimalamitra-abhidharmadIpa.xml,vabhdiku.htm
sa_vimalamitra-abhidharmadIpa-1-383.xml,vabhdilu.htm
sa_vAcaspatimizra-bhAmati.xml,vacbhamu.htm
sa_vasudhArAdhAraNI.xml,vadhdhdu.htm
sa_vasudhArAdhAraNI-gilgit.xml,vadhdhgu.htm
sa_vasudhArAdhAraNI-alt.xml,vadhdhju.htm
sa_vAgbhaTa-aSTAGgahRdayasUtra.xml,vagaah_u.htm
sa_vaikhAnasadharmasUtra.xml,vaikhd_u.htm
sa_vaikhAnasamantraprazna5-8.xml,vaimp_cu.htm
sa_kaNAda-vaizeSikasUtra-alt.xml,vaisessu.htm
sa_kaNAda-vaizeSikasUtra.xml,vaissu1u.htm
sa_vaitAnazrautasUtra-vaitAnasUtra.xml,vaitss_u.htm
sa_vajravidAraNIdhAraNI.xml,vajvidhu.htm
sa_vasubandhu-abhidharmakozabhASya.xml,vakobhau.htm
sa_vasubandhu-abhidharmakoza.xml,vakobhku.htm
sa_bhartRhari-vAkyapadIya.xml,vakyp1au.htm
"sa_bhartRhari-vAkyapadIya1-3,7.xml",vakyp_au.htm
sa_vallabhadeva-subhASitAvali-1-1040.xml,valsubhu.htm
sa_vAmadeva-janmamaraNavicAra.xml,vamjanmu.htm
sa_vAmana-kAvyAlaMkArasUtra-alt.xml,vamkalsu.htm
sa_vAmana-kAvyAlaMkArasUtra.xml,vamkalvu.htm
sa_vAmanapurANa1-69.xml,vamp__u.htm
sa_vAmanapurANasaromAhAtmya.xml,vampsm_u.htm
sa_vAmanadatta-svabodhodayamaJjarI.xml,vamsbum_u.htm
sa_vAgIzvarakIrti-mRtyuvaJcanopadeza.xml,vamvupau.htm
sa_vAhaTa-aSTAGganighaNTu.xml,vanighau.htm
sa_vArAhagRhyasUtra.xml,vargs_u.htm
sa_varadarAja-laghusiddhAntakaumudI.xml,varlghku.htm
sa_vasubandhu-bodhicittotpAdasUtrazAstra.xml,vasbocpu.htm
sa_vAsiSThadharmasUtra.xml,vasist_u.htm
sa_vasugupta-spandakArikA-comm.xml,vasspacu.htm
sa_vasubandhu-viMzatikA-vijJaptimAtratAsiddhi.xml,vasvvmsu.htm
sa_vAtUlanAtha-vAtUlanAthasUtra-comm.xml,vatnsuau.htm
sa_vizvezvarakavicandra-camatkAracandrikA.xml,vcamkc_u.htm
sa_vajracchedikA-prajJApAramitA-gilgit.xml,vchedpgu.htm
sa_vajracchedikA-prajJApAramitA-frag.xml,vchedppu.htm
"sa_viSNudharmottarapurANa-2,127.xml",vd2127_u.htm
"sa_viSNudharmottarapurANa3,343-353.xml",vd3343au.htm
sa_viSNudharma.xml,vdhapadu.htm
sa_vidyAkara-subhASitaratnakoza.xml,vidsrgau.htm
sa_vijJAnabhairava.xml,vijnbhau.htm
sa_vijJAnabhikSu-sAMkhyasAra.xml,vijsamsu.htm
sa_vimalakIrtinirdeza.xml,vimkn_u.htm
sa_vINAzikhatantra.xml,vinst_au.htm
sa_vinayasUtra.xml,vinsutru.htm
sa_pravrajyAvastu.xml,vinv01_u.htm
sa_poSadhavastu.xml,vinv02_u.htm
sa_pravAraNAvastu.xml,vinv03_u.htm
sa_varSAvastu.xml,vinv04_u.htm
sa_carmavastu.xml,vinv05_u.htm
sa_cIvaravastu.xml,vinv07_u.htm
sa_kaThinavastu.xml,vinv08_u.htm
sa_kozAmbakavastu.xml,vinv09_u.htm
sa_karmavastu.xml,vinv10_u.htm
sa_pANDulohitakavastu.xml,vinv11_u.htm
sa_pudgalavastu.xml,vinv12_u.htm
sa_pArivAsikavastu.xml,vinv13_u.htm
sa_poSadhasthApanavastu.xml,vinv14_u.htm
sa_zayanAsanavastu.xml,vinv15_u.htm
sa_adhikaraNavastu.xml,vinv16_u.htm
sa_saGghabhedavastu.xml,vinv171u.htm
sa_bhaiSajyavastu.xml,vinv_06u.htm
sa_viSNupurANa-crit.xml,vipce_au.htm
sa_vidyAnAtha-pratAparudrIya.xml,viprud_u.htm
sa_vizvanAthakavirAja-sAhityadarpaNa-comm.xml,visah_cu.htm
sa_viSNupurANa.xml,visnup_u.htm
sa_viSNuzarman-paJcatantra.xml,vispancu.htm
sa_viSvaksenasaMhitA.xml,visvaksu.htm
sa_vizvantarAvadAna.xml,visvantu.htm
sa_vizvanAthakavirAja-sAhityadarpaNa.xml,visvsdpu.htm
sa_varAhamihira-vivAhapaTala.xml,vivahapu.htm
sa_zaMkara-vivekacuDAmaNi.xml,vivcud_u.htm
sa_vajravidAraNAdhAraNI.xml,vjviddhu.htm
sa_vasubandhu-madhyAntavibhAgakArikAbhASya.xml,vmvkbh_u.htm
sa_veGkaTanAtha-nyAyaparizuddhibhUmikA-13-5.xml,vnyps00u.htm
sa_revAkhANDa-of-the-vAyupurANa-rkv.xml,vprevk_u.htm
sa_vAgbhaTa-rasaratnasamuccaya.xml,vrasrs_u.htm
"sa_vAgbhaTa-rasaratnasamuccaya-1-18,29.xml",vrasrscu.htm
sa_vidyAsthAnopamasUtra.xml,vsths_tu.htm
sa_vidyAkarazAnti-tarkasopAna.xml,vtrksopu.htm
sa_vAdivAgIzvara-mAnamanohara.xml,vvmanmhu.htm
sa_vyAsatIrtha-tarkatANDava-comm.xml,vytrkt1u.htm
sa_yAmuna-Atmasiddhi.xml,yaatsi_u.htm
sa_yazomitra-sphuTArthA-abhidharmakozavyAkhyA.xml,yabhkvyu.htm
sa_yAmuna-Izvarasiddhi-alt.xml,yaissi_u.htm
sa_yAmuna-catuHzlokI.xml,yamcatau.htm
sa_yAmuna-gItArthasaMgraha.xml,yamgasau.htm
sa_yAmuna-Izvarasiddhi.xml,yamis_au.htm
sa_yAmuna-stotraratna.xml,yamsr_au.htm
sa_yAmuna-saMvitsiddhi-alt.xml,yamss_au.htm
sa_yAmuna-saMvitsiddhi.xml,yamsvsau.htm
sa_yAmuna-saMvitsiddhi-comm.xml,yasasi_u.htm
sa_yogazataka.xml,yogasatu.htm
sa_pataJjali-yogasUtra-alt.xml,yogasutu.htm
sa_varAhamihira-yogayAtrA-edpingree.xml,yogay1_u.htm
sa_varAhamihira-yogayAtrA-edjha.xml,yogay2_u.htm
sa_pataJjali-yogasUtra-with-bhASya-alt.xml,yogsubhu.htm
sa_yazodhara-rasaprakAzasudhAkara.xml,yrasprau.htm
sa_yuktidIpikA.xml,yuktdipu.htm
